ano;uf;cod_ibge;municipio;esp_vida;tx_analf_15m;pop;rdpc
1991;11;1100015;ALTA FLORESTA D'OESTE;62,01;23,55;23417;198,46
1991;11;1100023;ARIQUEMES;66,02;17,18;56061;319,47
1991;11;1100031;CABIXI;63,16;24,57;7601;116,38
1991;11;1100049;CACOAL;65,03;21,41;69173;320,24
1991;11;1100056;CEREJEIRAS;62,73;20,26;19451;240,1
1991;11;1100064;COLORADO DO OESTE;64,46;25,44;25441;224,82
1991;11;1100072;CORUMBIARA;59,32;30,49;11968;81,38
1991;11;1100080;COSTA MARQUES;62,76;19,24;7418;250,08
1991;11;1100098;ESPIGÃO D'OESTE;64,18;22,12;22877;263,03
1991;11;1100106;GUAJARÁ-MIRIM;64,71;16,68;32289;391,37
1991;11;1100114;JARU;64,46;23,62;49482;221,53
1991;11;1100122;JI-PARANÁ;64,51;18,11;99247;312,09
1991;11;1100130;MACHADINHO D'OESTE;60,43;21,23;11449;220,98
1991;11;1100148;NOVA BRASILÂNDIA D'OESTE;61,4;28,01;19163;109,75
1991;11;1100155;OURO PRETO DO OESTE;62,76;21,49;36928;276,84
1991;11;1100189;PIMENTA BUENO;62,76;18,41;31136;332,51
1991;11;1100205;PORTO VELHO;62,99;13,01;266611;486,43
1991;11;1100254;PRESIDENTE MÉDICI;63,84;28,63;29619;187,85
1991;11;1100262;RIO CRESPO;59,66;25,38;2577;140,95
1991;11;1100288;ROLIM DE MOURA;64,87;21,79;42961;251,8
1991;11;1100296;SANTA LUZIA D'OESTE;59,32;26,75;12248;110,82
1991;11;1100304;VILHENA;64,89;14,51;37496;472,17
1991;11;1100320;SÃO MIGUEL DO GUAPORÉ;58,56;25,89;10186;118,34
1991;11;1100338;NOVA MAMORÉ;57,82;31,25;7147;199,35
1991;11;1100346;ALVORADA D'OESTE;60,89;25,52;20242;138,64
1991;11;1100379;ALTO ALEGRE DOS PARECIS;59,32;25,42;8458;132,23
1991;11;1100403;ALTO PARAÍSO;59,66;22,06;9261;134,82
1991;11;1100452;BURITIS;63,27;32,25;500;152,66
1991;11;1100502;NOVO HORIZONTE DO OESTE;59,32;27,44;11737;76,31
1991;11;1100601;CACAULÂNDIA;61,51;27,51;5300;149,14
1991;11;1100700;CAMPO NOVO DE RONDÔNIA;60,79;29,99;4199;174,67
1991;11;1100809;CANDEIAS DO JAMARI;59,66;28,13;7973;325,36
1991;11;1100908;CASTANHEIRAS;59,32;34,76;4543;92,82
1991;11;1100924;CHUPINGUAIA;61,95;28,39;3548;215,23
1991;11;1100940;CUJUBIM;62,73;28,28;2731;112,37
1991;11;1101005;GOVERNADOR JORGE TEIXEIRA;58,48;34,47;7042;150,04
1991;11;1101104;ITAPUÃ DO OESTE;59,06;26,16;3649;248,4
1991;11;1101203;MINISTRO ANDREAZZA;63,27;32,13;9556;239,14
1991;11;1101302;MIRANTE DA SERRA;63,84;28,44;11239;139,31
1991;11;1101401;MONTE NEGRO;61,51;26,89;7397;203,86
1991;11;1101435;NOVA UNIÃO;60,43;32,58;6199;113,92
1991;11;1101450;PARECIS;62,73;33,73;3185;142,31
1991;11;1101468;PIMENTEIRAS DO OESTE;64,46;23,57;2406;142,54
1991;11;1101476;PRIMAVERA DE RONDÔNIA;62,73;26,68;5675;128,53
1991;11;1101484;SÃO FELIPE D'OESTE;62,73;27,47;7371;112,83
1991;11;1101492;SÃO FRANCISCO DO GUAPORÉ;63,84;27,74;2754;154,47
1991;11;1101500;SERINGUEIRAS;62,3;26,08;5416;135,92
1991;11;1101559;TEIXEIRÓPOLIS;64,18;27,15;5485;145,63
1991;11;1101609;THEOBROMA;63,16;30,28;6853;134,75
1991;11;1101708;URUPÁ;63,84;29,27;12082;186,33
1991;11;1101757;VALE DO ANARI;59,95;29,05;4875;104,05
1991;11;1101807;VALE DO PARAÍSO;63,84;27,01;8801;125,04
1991;12;1200013;ACRELÂNDIA;64,1;39,54;6625;223,65
1991;12;1200054;ASSIS BRASIL;63,73;43,41;4121;178,52
1991;12;1200104;BRASILÉIA;62,33;39,13;13157;176,76
1991;12;1200138;BUJARI;65,62;45,28;3235;194,84
1991;12;1200179;CAPIXABA;60,74;48,78;2313;195,72
1991;12;1200203;CRUZEIRO DO SUL;64,1;39,82;53287;194,63
1991;12;1200252;EPITACIOLÂNDIA;63,56;33,09;7154;229,95
1991;12;1200302;FEIJÓ;60,04;61,02;20246;139,3
1991;12;1200328;JORDÃO;61,64;88,39;4359;63,5
1991;12;1200336;MÂNCIO LIMA;62,33;50;9256;115,12
1991;12;1200344;MANOEL URBANO;63,56;68,01;7209;111,5
1991;12;1200351;MARECHAL THAUMATURGO;60,74;79,8;9300;75,84
1991;12;1200385;PLÁCIDO DE CASTRO;63,94;37,6;11004;148,43
1991;12;1200393;PORTO WALTER;60,74;75,03;6523;72,49
1991;12;1200401;RIO BRANCO;66,02;21,06;182267;437,12
1991;12;1200427;RODRIGUES ALVES;62,33;56,19;5389;88,55
1991;12;1200435;SANTA ROSA DO PURUS;63,56;80,58;1014;84,23
1991;12;1200450;SENADOR GUIOMARD;65,62;37,42;15738;223,06
1991;12;1200500;SENA MADUREIRA;63,83;50,22;22156;161,96
1991;12;1200609;TARAUACÁ;61,68;61,92;24741;131,44
1991;12;1200708;XAPURI;63,73;44,12;11273;175,31
1991;12;1200807;PORTO ACRE;62,33;41,05;4747;137,41
1991;13;1300029;ALVARÃES;63,41;44,69;8459;165,64
1991;13;1300060;AMATURÁ;60,91;45,2;4657;112,32
1991;13;1300086;ANAMÃ;60,4;38,37;5967;184,6
1991;13;1300102;ANORI;60,71;43,76;8985;168,24
1991;13;1300144;APUÍ;62,31;32,64;5501;233,59
1991;13;1300201;ATALAIA DO NORTE;63,41;62,13;8078;95,57
1991;13;1300300;AUTAZES;63,41;34,02;16058;187,62
1991;13;1300409;BARCELOS;61,87;42,85;10296;200,7
1991;13;1300508;BARREIRINHA;62,17;21,22;16301;122,12
1991;13;1300607;BENJAMIN CONSTANT;62,31;43,28;17709;98,76
1991;13;1300631;BERURI;60,4;58,63;7214;109,23
1991;13;1300680;BOA VISTA DO RAMOS;60,95;24,41;7468;127,87
1991;13;1300706;BOCA DO ACRE;63,07;51,48;25908;162,27
1991;13;1300805;BORBA;59,56;35,38;17089;169,55
1991;13;1300839;CAAPIRANGA;62,31;48,17;6833;160,79
1991;13;1300904;CANUTAMA;59,56;59,16;12036;130,91
1991;13;1301001;CARAUARI;60;60,92;19073;144,53
1991;13;1301100;CAREIRO;63,41;51,6;31586;110,51
1991;13;1301159;CAREIRO DA VÁRZEA;62,31;37,72;18058;170,78
1991;13;1301209;COARI;62,31;45,8;38579;146,23
1991;13;1301308;CODAJÁS;58,79;44,63;13407;229,61
1991;13;1301407;EIRUNEPÉ;60,91;58,23;20001;104,7
1991;13;1301506;ENVIRA;60,95;65,83;10951;106,65
1991;13;1301605;FONTE BOA;59,56;50,44;16311;133,72
1991;13;1301654;GUAJARÁ;59,56;56,06;5546;109,08
1991;13;1301704;HUMAITÁ;65,15;50,55;38136;163,4
1991;13;1301803;IPIXUNA;57,34;62,69;7930;80,34
1991;13;1301852;IRANDUBA;63,41;29,64;18849;204,44
1991;13;1301902;ITACOATIARA;65,04;19,78;58040;218,63
1991;13;1301951;ITAMARATI;61,64;82,74;9085;165,89
1991;13;1302009;ITAPIRANGA;63,73;16,45;5137;174,46
1991;13;1302108;JAPURÁ;63,41;71,37;10355;160,66
1991;13;1302207;JURUÁ;57,34;62,73;5010;110,28
1991;13;1302306;JUTAÍ;59,56;58,98;15092;122,27
1991;13;1302405;LÁBREA;60,91;60,31;32966;151,9
1991;13;1302504;MANACAPURU;61,72;33,56;54491;187,64
1991;13;1302553;MANAQUIRI;62,17;40,26;10523;191,32
1991;13;1302603;MANAUS;65,87;8,91;982723;537,29
1991;13;1302702;MANICORÉ;62,29;41,86;37566;167,99
1991;13;1302801;MARAÃ;60,95;63,11;11766;127,09
1991;13;1302900;MAUÉS;64,58;23,38;30246;153,52
1991;13;1303007;NHAMUNDÁ;60,95;24,35;13106;136,69
1991;13;1303106;NOVA OLINDA DO NORTE;60,91;29,71;12897;181,11
1991;13;1303205;NOVO AIRÃO;61,87;26,14;13908;146,24
1991;13;1303304;NOVO ARIPUANÃ;62,29;45,71;11590;194,68
1991;13;1303403;PARINTINS;63,19;16,6;58060;203,36
1991;13;1303502;PAUINI;59,56;83,03;15598;182,72
1991;13;1303536;PRESIDENTE FIGUEIREDO;63,73;17,29;6428;379,79
1991;13;1303569;RIO PRETO DA EVA;63,73;26,78;6006;225,09
1991;13;1303601;SANTA ISABEL DO RIO NEGRO;57,34;41,93;15262;98,89
1991;13;1303700;SANTO ANTÔNIO DO IÇÁ;59,56;55,13;17108;68,96
1991;13;1303809;SÃO GABRIEL DA CACHOEIRA;63,07;33,03;22821;237,56
1991;13;1303908;SÃO PAULO DE OLIVENÇA;59,56;45,51;12514;73,64
1991;13;1303957;SÃO SEBASTIÃO DO UATUMÃ;61,85;15,75;4464;87,92
1991;13;1304005;SILVES;64,58;10,66;5646;215,44
1991;13;1304062;TABATINGA;65,15;27,92;27262;186,06
1991;13;1304104;TAPAUÁ;57,34;69,13;25237;83,86
1991;13;1304203;TEFÉ;64,58;33,19;53681;190,81
1991;13;1304237;TONANTINS;60,91;30,7;10034;103,68
1991;13;1304260;UARINI;62,17;38,1;5231;103,53
1991;13;1304302;URUCARÁ;60,95;19,34;11234;204,23
1991;13;1304401;URUCURITUBA;60,91;22,91;17619;82,23
1991;14;1400027;AMAJARI;60,44;24,2;2966;254,07
1991;14;1400050;ALTO ALEGRE;59,44;34,63;8064;174,91
1991;14;1400100;BOA VISTA;64,27;12,91;120733;575,35
1991;14;1400159;BONFIM;60,44;32,91;5340;202,84
1991;14;1400175;CANTÁ;63,69;42,14;4345;215,73
1991;14;1400209;CARACARAÍ;63,69;32,75;6810;309,85
1991;14;1400233;CAROEBE;56,56;34,51;4329;69,24
1991;14;1400282;IRACEMA;59,44;54,62;2390;171,73
1991;14;1400308;MUCAJAÍ;64,27;23,31;8061;231,77
1991;14;1400407;NORMANDIA;56,56;30,06;5050;109,61
1991;14;1400456;PACARAIMA;63,69;24,17;4351;218,75
1991;14;1400472;RORAINÓPOLIS;60,44;39,64;5284;221,41
1991;14;1400506;SÃO JOÃO DA BALIZA;64,27;19,83;3935;201,75
1991;14;1400605;SÃO LUIZ;63,69;27,24;3764;277,82
1991;14;1400704;UIRAMUTÃ;59,44;33,07;5959;56,02
1991;15;1500107;ABAETETUBA;65,15;31,26;99691;169,25
1991;15;1500131;ABEL FIGUEIREDO;63,23;38,99;4919;243,37
1991;15;1500206;ACARÁ;62,87;47,8;37094;131,4
1991;15;1500305;AFUÁ;62,98;53,58;19482;139,09
1991;15;1500347;ÁGUA AZUL DO NORTE;59,53;49,27;6491;167,45
1991;15;1500404;ALENQUER;60,32;27,28;47392;143,85
1991;15;1500503;ALMEIRIM;66,56;26,85;31212;296,99
1991;15;1500602;ALTAMIRA;63,14;31,02;62991;276,44
1991;15;1500701;ANAJÁS;63,66;64,13;14073;152,02
1991;15;1500800;ANANINDEUA;66;7,96;241774;352,06
1991;15;1500859;ANAPU;61,42;48;9447;91,1
1991;15;1500909;AUGUSTO CORRÊA;60,32;44,91;30312;96,21
1991;15;1500958;AURORA DO PARÁ;63,68;49,59;13817;149,85
1991;15;1501006;AVEIRO;64,41;28,97;10798;100,91
1991;15;1501105;BAGRE;59,53;48,45;13680;111,91
1991;15;1501204;BAIÃO;63,27;26,5;19654;111,07
1991;15;1501253;BANNACH;67,62;32,77;2605;153,41
1991;15;1501303;BARCARENA;67,56;18,8;45618;286,95
1991;15;1501402;BELÉM;67,62;7,33;1068236;529,93
1991;15;1501451;BELTERRA;61,26;27,05;11881;126
1991;15;1501501;BENEVIDES;60,51;17,31;18345;148,75
1991;15;1501576;BOM JESUS DO TOCANTINS;59,27;43,94;10828;205,37
1991;15;1501600;BONITO;58,34;49,55;8481;124,92
1991;15;1501709;BRAGANÇA;59,11;32,02;79341;142,76
1991;15;1501725;BRASIL NOVO;61,98;33,74;13460;170,3
1991;15;1501758;BREJO GRANDE DO ARAGUAIA;61,8;43,69;6880;96,12
1991;15;1501782;BREU BRANCO;61,22;41;13639;195,08
1991;15;1501808;BREVES;62,38;48,26;71461;146,19
1991;15;1501907;BUJARU;64,41;35,54;13987;154,48
1991;15;1501956;CACHOEIRA DO PIRIÁ;63,05;51,28;9888;79,29
1991;15;1502004;CACHOEIRA DO ARARI;63,68;30,2;13208;141,42
1991;15;1502103;CAMETÁ;63,68;23,09;84931;118,89
1991;15;1502152;CANAÃ DOS CARAJÁS;61,71;37,19;10058;153,51
1991;15;1502202;CAPANEMA;65,6;25,69;50896;239,77
1991;15;1502301;CAPITÃO POÇO;59,64;50,17;45360;129,48
1991;15;1502400;CASTANHAL;64,1;18,58;101088;270,44
1991;15;1502509;CHAVES;64,41;44,96;17069;121,66
1991;15;1502608;COLARES;63,5;22,31;8270;129,4
1991;15;1502707;CONCEIÇÃO DO ARAGUAIA;63,36;28,12;42975;219,78
1991;15;1502756;CONCÓRDIA DO PARÁ;62,87;45,34;15126;215,28
1991;15;1502764;CUMARU DO NORTE;62,4;36,34;3824;303,38
1991;15;1502772;CURIONÓPOLIS;60,88;38,09;25728;262,27
1991;15;1502806;CURRALINHO;58,6;43,03;15171;167,81
1991;15;1502855;CURUÁ;62,29;31,65;7851;110,15
1991;15;1502905;CURUÇÁ;61,65;20,78;20441;96,01
1991;15;1502939;DOM ELISEU;59,11;47,92;24108;230,58
1991;15;1502954;ELDORADO DOS CARAJÁS;60,88;47,38;12161;224,71
1991;15;1503002;FARO;58,34;27,98;3731;76,32
1991;15;1503044;FLORESTA DO ARAGUAIA;63,36;42,22;11526;130,44
1991;15;1503077;GARRAFÃO DO NORTE;58,34;59,69;20338;111,26
1991;15;1503093;GOIANÉSIA DO PARÁ;60,13;51,6;12115;198,38
1991;15;1503101;GURUPÁ;60,88;50,07;18824;119,7
1991;15;1503200;IGARAPÉ-AÇU;59,64;33,44;27033;171
1991;15;1503309;IGARAPÉ-MIRI;64,35;34,11;41388;142,56
1991;15;1503408;INHANGAPI;65,15;36,11;6576;158,98
1991;15;1503457;IPIXUNA DO PARÁ;63,51;48,19;9534;147,51
1991;15;1503507;IRITUIA;63,66;34,19;30974;129,21
1991;15;1503606;ITAITUBA;63,05;30,98;86001;263,77
1991;15;1503705;ITUPIRANGA;61,22;47,51;29762;130,71
1991;15;1503754;JACAREACANGA;65,69;62,09;7685;193,98
1991;15;1503804;JACUNDÁ;64,83;36,2;28563;266,4
1991;15;1503903;JURUTI;60,13;23,15;23105;129,92
1991;15;1504000;LIMOEIRO DO AJURU;64,1;29,79;16441;129,92
1991;15;1504059;MÃE DO RIO;64,05;30,52;28751;189,58
1991;15;1504109;MAGALHÃES BARATA;62,51;21,09;7215;105,38
1991;15;1504208;MARABÁ;61,8;24,63;121510;262,98
1991;15;1504307;MARACANÃ;63,58;23,95;25485;117,39
1991;15;1504406;MARAPANIM;62,29;19,49;19843;137,7
1991;15;1504422;MARITUBA;61,71;16,45;44111;188,99
1991;15;1504455;MEDICILÂNDIA;63,14;34,76;18490;218,71
1991;15;1504505;MELGAÇO;57,84;66,21;14291;110,92
1991;15;1504604;MOCAJUBA;64,35;19,33;18396;137,93
1991;15;1504703;MOJU;61,39;42,1;39307;146,79
1991;15;1504802;MONTE ALEGRE;64,83;25,94;45360;149,37
1991;15;1504901;MUANÁ;64,41;28,72;22239;174,26
1991;15;1504950;NOVA ESPERANÇA DO PIRIÁ;59,52;45,97;6281;119,58
1991;15;1504976;NOVA IPIXUNA;61,54;48,59;7578;143,98
1991;15;1505007;NOVA TIMBOTEUA;59,64;35,86;9346;154,32
1991;15;1505031;NOVO PROGRESSO;68,63;27,24;4357;357,61
1991;15;1505064;NOVO REPARTIMENTO;59,27;47,73;31123;126,77
1991;15;1505106;ÓBIDOS;62,49;23,6;42039;157,66
1991;15;1505205;OEIRAS DO PARÁ;63,58;37,13;18688;154,44
1991;15;1505304;ORIXIMINÁ;61,6;19,3;39768;217,15
1991;15;1505403;OURÉM;61,71;39,92;13212;132,73
1991;15;1505437;OURILÂNDIA DO NORTE;62,4;34,33;16776;252,32
1991;15;1505486;PACAJÁ;60,81;48,44;25072;116,96
1991;15;1505494;PALESTINA DO PARÁ;61,8;45,77;5213;105,73
1991;15;1505502;PARAGOMINAS;60,47;36,31;59817;243,91
1991;15;1505536;PARAUAPEBAS;65,69;22,21;35121;392,48
1991;15;1505551;PAU D'ARCO;62,93;39,62;5129;157,61
1991;15;1505601;PEIXE-BOI;59,11;33,68;5946;125,36
1991;15;1505635;PIÇARRA;62,93;53,5;14130;110,13
1991;15;1505650;PLACAS;64,05;28;11007;205,56
1991;15;1505700;PONTA DE PEDRAS;64,35;25,11;16429;141,27
1991;15;1505809;PORTEL;63,17;56,68;29169;141,03
1991;15;1505908;PORTO DE MOZ;64,05;52,98;14282;148,43
1991;15;1506005;PRAINHA;61,26;32,89;25356;120,38
1991;15;1506104;PRIMAVERA;60,51;40,82;8555;80,11
1991;15;1506112;QUATIPURU;58,6;38,82;8337;116,97
1991;15;1506138;REDENÇÃO;66,57;24,4;50049;282,85
1991;15;1506161;RIO MARIA;62,93;34,49;25793;225,04
1991;15;1506187;RONDON DO PARÁ;63,23;36,12;31357;276,13
1991;15;1506195;RURÓPOLIS;57,84;38,56;19272;107,83
1991;15;1506203;SALINÓPOLIS;65,36;21,08;22484;165,12
1991;15;1506302;SALVATERRA;65,6;18,74;11830;197,8
1991;15;1506351;SANTA BÁRBARA DO PARÁ;61,25;21,83;8596;135,97
1991;15;1506401;SANTA CRUZ DO ARARI;59,98;25,61;4764;151,32
1991;15;1506500;SANTA ISABEL DO PARÁ;64,1;21,81;32951;229,04
1991;15;1506559;SANTA LUZIA DO PARÁ;59,94;48,97;18772;108,81
1991;15;1506583;SANTA MARIA DAS BARREIRAS;63,36;35,72;6841;234,14
1991;15;1506609;SANTA MARIA DO PARÁ;61,6;38,48;17762;259,86
1991;15;1506708;SANTANA DO ARAGUAIA;63,36;35,24;15355;194,84
1991;15;1506807;SANTARÉM;63,58;17,1;239701;204,43
1991;15;1506906;SANTARÉM NOVO;58,8;27,51;4455;152,59
1991;15;1507003;SANTO ANTÔNIO DO TAUÁ;61,54;28,54;17105;142,25
1991;15;1507102;SÃO CAETANO DE ODIVELAS;65,15;21,13;15197;146,96
1991;15;1507151;SÃO DOMINGOS DO ARAGUAIA;63,05;45,99;14477;138,36
1991;15;1507201;SÃO DOMINGOS DO CAPIM;63,68;36,76;19558;186,02
1991;15;1507300;SÃO FÉLIX DO XINGU;62,38;32,05;22116;256,58
1991;15;1507409;SÃO FRANCISCO DO PARÁ;61,6;26,52;11619;209,85
1991;15;1507458;SÃO GERALDO DO ARAGUAIA;62,98;45,34;23884;130,32
1991;15;1507466;SÃO JOÃO DA PONTA;63,6;18,69;5449;117,39
1991;15;1507474;SÃO JOÃO DE PIRABAS;61,65;38,32;16061;131,04
1991;15;1507508;SÃO JOÃO DO ARAGUAIA;57,84;51,97;5079;158,18
1991;15;1507607;SÃO MIGUEL DO GUAMÁ;59,95;30,95;32752;180,21
1991;15;1507706;SÃO SEBASTIÃO DA BOA VISTA;63,66;27,68;14859;136,21
1991;15;1507755;SAPUCAIA;66,57;33,68;5049;247,27
1991;15;1507805;SENADOR JOSÉ PORFÍRIO;63,14;41,84;13673;165,69
1991;15;1507904;SOURE;65,15;18,1;17265;212
1991;15;1507953;TAILÂNDIA;64,83;39,48;17498;308,53
1991;15;1507961;TERRA ALTA;62,29;26,39;5274;93,69
1991;15;1507979;TERRA SANTA;61,54;18,29;10238;117,85
1991;15;1508001;TOMÉ-AÇU;60,47;28,93;41087;181,83
1991;15;1508035;TRACUATEUA;58,8;44,16;17032;119,46
1991;15;1508050;TRAIRÃO;63,05;43,29;8333;149,85
1991;15;1508084;TUCUMÃ;62,38;32,12;29467;276,98
1991;15;1508100;TUCURUÍ;64,83;18,79;53531;257,52
1991;15;1508126;ULIANÓPOLIS;59,53;44,38;6450;325,08
1991;15;1508159;URUARÁ;63,14;35,76;25171;195,4
1991;15;1508209;VIGIA;64,83;19,98;37398;161,42
1991;15;1508308;VISEU;59,52;40,08;45693;99,07
1991;15;1508357;VITÓRIA DO XINGU;62,06;47,16;13193;136,63
1991;15;1508407;XINGUARA;66,78;29,32;42276;355,5
1991;16;1600055;SERRA DO NAVIO;65,23;22,51;1720;292,45
1991;16;1600105;AMAPÁ;66,88;26,46;6507;223,63
1991;16;1600154;PEDRA BRANCA DO AMAPARI;60,08;55,17;1821;109,46
1991;16;1600204;CALÇOENE;59,22;20,02;5082;264,85
1991;16;1600212;CUTIAS;63;32,86;3873;125,22
1991;16;1600238;FERREIRA GOMES;67,07;21,14;1979;171,07
1991;16;1600253;ITAUBAL;60,01;42,95;896;184,83
1991;16;1600279;LARANJAL DO JARI;63,93;32,3;16397;331,72
1991;16;1600303;MACAPÁ;66,39;13,32;163810;464,14
1991;16;1600402;MAZAGÃO;63,93;45,53;8546;162,67
1991;16;1600501;OIAPOQUE;64,74;20,94;7426;333,21
1991;16;1600535;PORTO GRANDE;63,93;32,31;5699;273,29
1991;16;1600550;PRACUÚBA;59,22;33,08;1571;84,07
1991;16;1600600;SANTANA;64,74;23,22;50818;287,03
1991;16;1600709;TARTARUGALZINHO;63;33,54;3472;202,56
1991;16;1600808;VITÓRIA DO JARI;59,22;39,19;4665;174,35
1991;17;1700251;ABREULÂNDIA;61,22;37,65;1959;109,42
1991;17;1700301;AGUIARNÓPOLIS;58,02;48,73;2502;158,75
1991;17;1700350;ALIANÇA DO TOCANTINS;62,91;26,54;5864;192,3
1991;17;1700400;ALMAS;58,54;42,63;7785;114,97
1991;17;1700707;ALVORADA;63,48;19,45;7331;417,88
1991;17;1701002;ANANÁS;60,07;34,96;8708;137,47
1991;17;1701051;ANGICO;58,72;41,75;3126;84,69
1991;17;1701101;APARECIDA DO RIO NEGRO;61,71;27,54;3263;165,55
1991;17;1701309;ARAGOMINAS;61,25;44,94;3815;149,08
1991;17;1701903;ARAGUACEMA;62,67;36,68;4442;181,99
1991;17;1702000;ARAGUAÇU;59,23;25,99;9646;232,83
1991;17;1702109;ARAGUAÍNA;63,84;21,42;87943;369,9
1991;17;1702158;ARAGUANÃ;61,51;49,02;2001;120,26
1991;17;1702208;ARAGUATINS;57,46;40,03;22366;137,72
1991;17;1702307;ARAPOEMA;60,16;36,26;7542;199,39
1991;17;1702406;ARRAIAS;60,56;43,08;11257;214,65
1991;17;1702554;AUGUSTINÓPOLIS;56;42,28;10211;161,12
1991;17;1702703;AURORA DO TOCANTINS;60,28;35,7;3509;142,72
1991;17;1702901;AXIXÁ DO TOCANTINS;54,42;53,7;9462;91,21
1991;17;1703008;BABAÇULÂNDIA;56,38;39,02;9296;112,1
1991;17;1703057;BANDEIRANTES DO TOCANTINS;63,49;50,79;2491;209,03
1991;17;1703073;BARRA DO OURO;58,9;48,96;3391;94,29
1991;17;1703107;BARROLÂNDIA;63,38;35,52;5267;168,57
1991;17;1703206;BERNARDO SAYÃO;61,44;33,35;4295;143,3
1991;17;1703305;BOM JESUS DO TOCANTINS;60,56;36,37;2989;85,11
1991;17;1703602;BRASILÂNDIA DO TOCANTINS;62,2;31,67;2088;170,04
1991;17;1703701;BREJINHO DE NAZARÉ;58,94;36,6;5290;147,55
1991;17;1703800;BURITI DO TOCANTINS;54,14;46,46;7393;99,71
1991;17;1703826;CACHOEIRINHA;56,38;43,5;1417;89,16
1991;17;1703842;CAMPOS LINDOS;58,16;60,48;3466;158,54
1991;17;1703867;CARIRI DO TOCANTINS;63,38;33,26;3886;179,11
1991;17;1703883;CARMOLÂNDIA;60,16;44,72;1636;138,36
1991;17;1703891;CARRASCO BONITO;53,86;72,78;2027;42,39
1991;17;1703909;CASEARA;62,67;33,04;2550;198,86
1991;17;1704105;CENTENÁRIO;58,9;43,25;1399;79,73
1991;17;1704600;CHAPADA DE AREIA;61,37;29,87;1390;105,1
1991;17;1705102;CHAPADA DA NATIVIDADE;60,79;39,92;2533;99,98
1991;17;1705508;COLINAS DO TOCANTINS;63,84;26,96;20793;316,38
1991;17;1705557;COMBINADO;60,16;36,18;4800;157,9
1991;17;1705607;CONCEIÇÃO DO TOCANTINS;60,56;37,67;4460;129,39
1991;17;1706001;COUTO MAGALHÃES;56,14;38,78;4303;168,14
1991;17;1706100;CRISTALÂNDIA;63,48;25,35;6725;323,02
1991;17;1706258;CRIXÁS DO TOCANTINS;63,24;24,9;1081;136
1991;17;1706506;DARCINÓPOLIS;56,41;44,3;3697;107,54
1991;17;1707009;DIANÓPOLIS;60,28;31,98;12648;257,55
1991;17;1707108;DIVINÓPOLIS DO TOCANTINS;59,23;33,04;5595;166,45
1991;17;1707207;DOIS IRMÃOS DO TOCANTINS;58,94;29,15;8799;127,51
1991;17;1707306;DUERÉ;63,48;32,4;3957;165,41
1991;17;1707405;ESPERANTINA;54,14;56,18;4888;73,58
1991;17;1707553;FÁTIMA;60,43;19,4;3692;197,13
1991;17;1707652;FIGUEIRÓPOLIS;64,45;24,53;5936;196,39
1991;17;1707702;FILADÉLFIA;63,24;35,85;6594;156,74
1991;17;1708205;FORMOSO DO ARAGUAIA;59,68;26,12;16777;200,56
1991;17;1708254;FORTALEZA DO TABOCÃO;63,38;41,18;2833;127,15
1991;17;1708304;GOIANORTE;57,19;30,97;4750;192,04
1991;17;1709005;GOIATINS;58,16;46,58;11283;122,32
1991;17;1709302;GUARAÍ;60,28;23,81;18263;283,61
1991;17;1709500;GURUPI;64,45;16,56;52351;491,98
1991;17;1709807;IPUEIRAS;61,44;42,71;1414;112,03
1991;17;1710508;ITACAJÁ;61,78;37,03;7552;123,58
1991;17;1710706;ITAGUATINS;56,14;41,43;5534;118,62
1991;17;1710904;ITAPIRATINS;60,63;38,98;2190;100,14
1991;17;1711100;ITAPORÃ DO TOCANTINS;64,96;33,37;3198;159,11
1991;17;1711506;JAÚ DO TOCANTINS;63,93;33,25;3411;188,22
1991;17;1711803;JUARINA;58,9;36,33;2158;100,88
1991;17;1711902;LAGOA DA CONFUSÃO;57,46;49,41;3514;162,85
1991;17;1711951;LAGOA DO TOCANTINS;55,9;38,7;2634;71,62
1991;17;1712009;LAJEADO;63,39;16,85;962;195,04
1991;17;1712157;LAVANDEIRA;57,19;41,37;1056;102,79
1991;17;1712405;LIZARDA;58,9;32,25;3519;147,73
1991;17;1712454;LUZINÓPOLIS;54,24;33,15;832;97,17
1991;17;1712504;MARIANÓPOLIS DO TOCANTINS;57,46;28,35;2406;134,91
1991;17;1712702;MATEIROS;63,93;61,81;1319;69,46
1991;17;1712801;MAURILÂNDIA DO TOCANTINS;59,68;52,24;1880;123,63
1991;17;1713205;MIRACEMA DO TOCANTINS;64,96;24,08;18166;524,73
1991;17;1713304;MIRANORTE;59,98;25,32;10123;347,35
1991;17;1713601;MONTE DO CARMO;58,02;33,25;6092;160,96
1991;17;1713700;MONTE SANTO DO TOCANTINS;59,68;34,58;1679;159,09
1991;17;1713809;PALMEIRAS DO TOCANTINS;57,46;53,33;2982;100,02
1991;17;1713957;MURICILÂNDIA;56,38;41,68;2789;179,32
1991;17;1714203;NATIVIDADE;60,63;33,29;7964;187,5
1991;17;1714302;NAZARÉ;60,07;33,06;3906;110,07
1991;17;1714880;NOVA OLINDA;57,19;36;8141;183,38
1991;17;1715002;NOVA ROSALÂNDIA;62,71;25,99;2585;202,2
1991;17;1715101;NOVO ACORDO;62,1;31,95;2313;137,51
1991;17;1715150;NOVO ALEGRE;58,94;32,01;1860;184,7
1991;17;1715259;NOVO JARDIM;60,79;45,81;1361;90,14
